City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
248,Toktogul,KG,2022-04-28 01:39:15,41.8708,72.9402,54.61,48,0,2.59
249,Otavalo,EC,2022-04-28 01:39:15,0.2333,-78.2667,55.62,94,33,2.35
250,Salmas,IR,2022-04-28 01:39:16,38.1973,44.7653,52.59,67,26,2.42
251,Roald,NO,2022-04-28 01:39:16,62.5833,6.1333,42.33,70,100,11.5
252,Sao Joao Da Barra,BR,2022-04-28 01:39:16,-21.6403,-41.0511,75.54,86,0,11.43
253,Cockburn Town,TC,2022-04-28 01:39:17,21.4612,-71.1419,75.31,61,4,15.88
254,Coolum Beach,AU,2022-04-28 01:39:17,-26.5333,153.1,76.1,90,52,1.01
255,Ormara,PK,2022-04-28 01:39:18,25.2088,64.6357,82.67,79,5,11.1
256,Dingle,PH,2022-04-28 01:38:54,10.9995,122.6711,84.38,74,100,11.32
257,Kahului,US,2022-04-28 01:39:19,20.8947,-156.47,82.42,64,40,21.85
258,Aitape,PG,2022-04-28 01:39:19,-3.1374,142.3475,87.22,63,89,5.23
259,Namibe,AO,2022-04-28 01:39:20,-15.1961,12.1522,72.66,74,39,3.22
260,Shelburne,CA,2022-04-28 01:39:20,44.0787,-80.2041,30.76,71,100,9.86
261,Henties Bay,NA,2022-04-28 01:39:21,-22.116,14.2845,62.78,73,8,3.24
262,Cartagena,CO,2022-04-28 01:39:21,10.3997,-75.5144,82.02,83,20,8.05
263,Kadnikov,RU,2022-04-28 01:39:22,59.5022,40.338,23.68,84,12,3.71
264,Griffith,US,2022-04-28 01:39:22,41.5284,-87.4237,36.05,79,100,13.8
265,Clyde River,CA,2022-04-28 01:39:23,70.4692,-68.5914,-0.17,71,0,4.61
266,Tilichiki,RU,2022-04-28 01:39:23,60.4667,166.1,33.31,100,100,9.57
267,Kilindoni,TZ,2022-04-28 01:39:23,-7.9139,39.6668,80.22,80,100,18.88
268,Yarada,IN,2022-04-28 01:39:24,17.65,83.2667,84.52,84,20,5.75
269,Camacha,PT,2022-04-28 01:39:24,33.0833,-16.3333,58.42,72,20,6.91
270,Gamba,GA,2022-04-28 01:39:25,-2.65,10.0,74.48,91,91,5.1
271,Laguna,US,2022-04-28 01:38:45,38.421,-121.4238,73.38,36,0,13.8
272,Solok,ID,2022-04-28 01:39:25,-0.7918,100.6593,72.55,73,98,2.13
273,Pringsewu,ID,2022-04-28 01:39:26,-5.3582,104.9744,72.45,96,100,6.73
274,Chake Chake,TZ,2022-04-28 01:39:26,-5.2459,39.7666,75.97,89,100,6.78
275,Guarapari,BR,2022-04-28 01:39:27,-20.6667,-40.4975,75.88,88,2,5.93
276,Taiyuan,CN,2022-04-28 01:37:08,37.8694,112.5603,48.06,66,40,2.24
277,Erenhot,CN,2022-04-28 01:39:27,43.6475,111.9767,48.29,20,79,9.17
278,Maceio,BR,2022-04-28 01:39:28,-9.6658,-35.7353,74.64,88,75,2.3
279,Kharan,PK,2022-04-28 01:39:28,28.5833,65.4167,81.48,21,52,3.94
280,Konstantinovka,RU,2022-04-28 01:39:28,49.6167,127.9833,47.89,32,0,10.89
281,Vangaindrano,MG,2022-04-28 01:39:29,-23.35,47.6,69.17,69,0,13.62
282,Kizukuri,JP,2022-04-28 01:39:29,40.8061,140.3861,58.95,51,13,11.39
283,Hambantota,LK,2022-04-28 01:39:30,6.1241,81.1185,83.23,76,13,5.01
284,Capaci,IT,2022-04-28 01:39:30,38.1711,13.2393,62.65,49,20,3.44
285,Nanakuli,US,2022-04-28 01:39:30,21.3906,-158.1547,82.35,59,75,11.5
286,Matara,LK,2022-04-28 01:39:31,5.9485,80.5353,81.75,80,35,1.5
287,Nazareno,MX,2022-04-28 01:39:31,25.3833,-103.4167,86.31,29,0,11.18
288,Ust-Koksa,RU,2022-04-28 01:39:32,50.2696,85.6108,42.76,65,7,1.05
289,Olinda,BR,2022-04-28 01:35:43,-8.0089,-34.8553,82.13,74,40,9.22
290,Tadine,NC,2022-04-28 01:39:32,-21.55,167.8833,76.3,72,100,18.68
291,Iqaluit,CA,2022-04-28 01:39:33,63.7506,-68.5145,13.73,72,100,21.85
292,Traverse City,US,2022-04-28 01:36:18,44.7631,-85.6206,33.91,66,1,5.77
293,Martapura,ID,2022-04-28 01:39:33,-3.4167,114.85,86.09,70,39,0.0
